Company ID,Company Name,Total Jobs,Total CVs,Total Revenue
3845750,Dufferin Concrete,3,0,0
7571442,Amrize Building Materials,0,0,0
3844482,Competition Glass Company,13,0,34000
7567793,Oplulence Architecture,0,0,0
7608809,Aquatherm,0,0,0
7544136,Hitachi Energy,5,0,0
3548352,Syber Concrete Forming Ltd,2,0,0
7543864,PM Group,14,0,0
3843298,Entuitive,52,0,8424.18
3844091,North American Roofing Services LLC,6,0,0
7594293,KAPP Infrastructure Inc.,2,0,0
7569338,Elematic,0,0,0
7531217,best wood SCHNEIDER,0,0,0
3844667,Swinerton,2,0,0
7544924,Corrous Industrial Group,0,0,0
7528900,FG Finishing,0,0,0
7528876,Ama Filter,0,0,0
3849032,Con-Air Industries Inc.,0,0,0
3848591,KFK,5,1,0
3842822,Staticus,6,0,0
7525796,Aluprof,0,0,0
3845860,TRS Building Envelope (Tomtar Roofing & Sheet Metal),10,0,59752
7608851,Lu-Ve SpA,0,0,0
3845937,Vitrum Glass Group,4,0,0
3844971,Tecnoglass Inc,2,0,17000
3849040,AFPRO Filters,0,0,0
3846588,Washington Woodworking,3,0,27000
7502889,Silverline Construction Inc.,0,0,0
3846979,Kirby Group Engineering,2,0,0
7502799,Sun Valley Masonry,0,0,0
7502791,JT Wimsatt Contracting Co. Inc.,0,0,0
7502796,PSSI | Pacific Southwest Structures Inc.,0,0,0
7502642,Apex Extrusions,0,0,0
7501120,Getjar,0,0,0
7495127,"Ulbrich Stainless Steels & Special Metals, Inc.",0,0,0
3912891,Seddon Construction Ltd,2,0,0
7493723,Girls Out Loud,0,0,0
3844807,Silent-Aire,4,0,0
7502885,Bomel Construction Company Inc.,0,0,0
7502788,Concrete Technology Corporation,0,0,0
7491679,Group Jansen,0,0,0
7502937,Trencore & Brix,0,0,0
7491294,Seconed bv,0,0,0
3842898,Levolux,11,0,0
7532717,"NR Group, Inc",0,0,0
3843445,EXP,12,0,0
3849038,AG Industries Filtration Group,0,0,0
7476390,City Window & Glass,0,0,0
3845718,Sapphire Balconies,21,0,90225
3846113,Smart Architectural Aluminium,0,0,0
3844832,Nexii Building Solutions,9,2,0
7492347,HBC Construction Limited,0,0,0
3843775,Simpson Gumpertz & Heger (SGH),0,0,0
7469701,National Glass and Metal Co Inc,0,0,0
3844795,Modular Genius Inc.,0,0,0
3847010,"Vicon Construction, LLC",0,0,0
3842446,FK Group,82,3,90750
7465691,Hopes Windows,0,0,0
7493520,Seddon Construction,8,0,4850
3844756,Boxx Modular,0,0,0
3847920,Boccella Precast LLC,0,0,0
3848721,Apex Homes,0,0,0
7462557,AceClamp®Metal Roof Snow Guards and Solar Mounting Clamps,0,0,0
3843439,RJC Engineers,2,0,0
3846359,High Concrete Group,1,0,0
3846354,Tindall Corporation,7,0,0
7449857,ElevateCM,0,0,0
3846199,Lendlease,24,0,18000
7470142,New Energy Works,0,0,0
3846349,Beacon Building Products,16,5,0
4683275,Empire Roofing Corporation,10,0,14960
3846327,Clark Builders,1,0,0
3844765,Epic Roofing & Exteriors,0,0,0
7449062,"Build Group, Inc",1,0,0
7449339,Level 5 Inc,1,0,0
3843244,SIG Group,2,2,0
7383287,Fellowes Brands,0,0,0
7374924,Madison Industrial Group,0,0,0
7382430,Pacific Building Group,2,0,0
3848139,RDH Building Science,25,0,0
7370073,Western Integrated Ltd.,0,0,0
7366236,Daley's Drywall & Taping,0,0,0
7365600,Superior Walls,0,0,0
7372161,"Nova Group, Inc.",0,0,0
3846172,Homan Roofing,1,0,0
3844625,United Roofing,5,0,18900
7364991,Loftwall,0,0,0
3844806,Pennex,0,0,0
7470390,OMG Roofing Products,1,0,0
3846089,Nevell Group Inc.,0,0,0
3844333,Precision Walls Inc.,0,0,0
3845922,MAREK,0,0,0
3848951,Superior Wall Systems,0,0,0
7356940,Marino\WARE,0,0,0
3845085,Alliance Roofing,4,0,0
3843346,Heartland Acoustics & Interiors,1,0,0
3843369,PABCO Gypsum,0,0,0
3843383,Georgia-Pacific,5,1,0
7355241,voestalpine,0,0,0
3845736,Falkbuilt Ltd.,1,1,0
3846243,ULMA Construction,9,1,25538.4
3847303,Georgia-Pacific LLC,5,0,0
3845654,Josef Gartner GmbH,7,0,47000
3845916,Daley's Drywall & Taping,1,0,0
3844575,American Gypsum LLC,0,0,0
7502795,Pacific Structures Inc.,0,0,0
3843973,Butler Manufacturing,2,0,0
3844547,"Performance Contracting, Inc (PCI)",0,0,0
7119618,ISEL,0,0,0
7350721,ALIVA Facade Systems,0,0,0
3847004,HOCHTIEF,0,0,0
7101871,Ivas Group,0,0,0
7099918,BETOSAN AG,0,0,0
3846244,Atlas-Apex Roofing Inc.,5,1,0
7097566,Gramitherm,0,0,0
3843592,KHS & S Contractors,0,0,0
3844551,Zahner,0,0,0
7119617,"Sandometal - Metalomecânica e Ar Condicionado, SA",0,0,0
7119616,Modulair,0,0,0
3844067,Walker Consultants,0,0,0
3483073,3form,9,0,21250
7073556,Adapteo Benelux,0,0,0
7098002,Loveld,0,0,0
7072485,Forster Profilsysteme,0,0,0
3848507,EXCEL USA,0,0,0
6758217,CUPA PIZARRAS,0,0,0
3847789,GrayWolf,0,0,0
3843650,Alumicor,34,0,58400
7076807,Gustafs Scandinavia,0,0,0
7089098,Carlisle CM Europe,0,0,0
3843520,Pioneer Cladding And Glazing Systems,7,0,0
3844084,Arcadia,4,0,0
3846319,Extech Building Materials,1,2,0
6696806,Mercer Mass Timber,0,0,0
3843604,DeSimone Consulting Engineering,3,0,0
6693160,Seagate Mass Timber Inc.,0,0,0
6692617,StructureCraft,0,0,0
3848057,Coronado Stone Products,3,0,0
3848165,King Of Texas Roofing Company LP,0,0,0
6636417,Strabag,4,0,0
3846501,Kingspan Insulation GB & Ireland,0,0,0
6340125,Village Millworks,0,0,0
6338956,Delta Millworks,0,0,0
3844062,"Chicago Glass & Mirror, Inc.",1,0,0
6339507,Charleston Woodworks Inc,0,0,0
3845551,Western Millwork,1,2,0
6320199,Southern Lumber & Millwork,0,0,0
6268461,Chemelex,0,0,0
3844679,Mitrex Solar (BIPV),1,0,0
3847494,Progress Glass Company,1,0,0
3847190,Element5,4,0,0
4827634,Google,37,1,67689.66
4883373,Submer,2,0,0
3846478,Auzmet,39,3,76250
5861736,QXO,2,0,0
5810270,PRAMAC,0,0,0
3846739,Helou Construction,0,0,0
3844412,Synergi,4,0,0
6339821,Cox Millwork,0,0,0
5675144,North America Construction LTD,1,0,0
6726220,Rittal LLC,0,0,0
5674540,Salit Steel,9,0,15000
3844581,Quaker Windows & Doors,0,0,0
3849000,Brandsafway International,6,0,0
6313108,Crown,2,0,0
3846815,Aluk GB,0,0,0
5671508,VOK Construction Group Inc.,0,0,0
5671590,Trimo De GmbH,0,0,0
5670479,Piedmont Door Solutions,0,0,0
5670449,Bordner Home Improvement,0,0,0
5670214,The McShane Companies,0,0,0
5669516,"Eco Roofing Solutions, LLC",0,0,0
5667876,"Conti Civil, LLC.",0,0,0
5667443,Copper Builders,0,0,0
5667347,Diversified Roofing,0,0,0
3846643,EMCOR Group Inc.,0,0,0
5666935,Laystrom Manufacturing Company,0,0,0
5666841,Vericon Construction,1,0,0
5664963,Collins Electrical Construction Co.,0,0,0
5664891,Foundral,0,0,0
5664802,"Ciorba Group, Inc.",0,0,0
5664728,Osmii,0,0,0
5664697,Wernick Group Limited,0,0,0
5664678,Crown Flooring Ltd,0,0,0
5664631,EXA Group,0,0,0
5664570,BUILD Renewables,0,0,0
5668725,Fusion Projects,0,0,0
5664345,Action Equipment and Scaffold Company,0,0,0
3906484,MeterZ,4,0,25704
5663752,Ore Energy,0,0,0
5664409,SPC Construction,0,0,0
5662354,PROFROID,0,0,0
5018630,TUNZINI - VINCI Energies,0,0,0
5662331,Desert Star Construction,0,0,0
3846556,Trimo,10,0,10200
5662496,Weisstechnik,0,0,0
5662050,Quantum Industrial,0,0,0
5661972,Plescia Construction and Development,0,0,0
5661708,Panasonic Corporation,0,0,0
5661707,Whitewater Group,0,0,0
5660164,DRT Vloeren,0,0,0
5658562,Lenzlinger Sons Ltd. / Lenzlinger Söhne AG,0,0,0
5661705,ARANER,0,0,0
5662285,Missenard-Quint B/Missenard Climatique,0,0,0
5658564,"Van Looy Group, part of Sweco",0,0,0
3848063,Gibraltar Industries,1,0,0
4827877,STULZ España,0,0,0
3846408,ALBOND ALUMINIUM A.S.,1,0,0
5672966,"Division 8 Solutions, LLC",0,0,0
3848607,Dextra Group,1,0,0
3843273,All Weather Insulated Panels,13,6,33750
5662151,Continental Contractors Inc,0,0,0
3843567,Christopher Glass & Aluminum,2,0,0
5662268,Daikin Airconditioning France,0,0,0
3843752,Westlake Royal Building Products,5,0,0
3844053,"Christopher Glass Services, Inc.",1,0,0
3848953,Seaman Corporation,2,3,0
3847150,Stonebrook Exterior,1,0,0
3843712,Steelcon Group Of Companies,0,0,0
3846573,Polyglass USA Inc. / Mapei Group,0,0,0
5364501,Vision 2000 Glass,0,0,0
5364351,BDA Facade,0,0,0
5364325,The Facade Company,0,0,0
5364210,GLOBAL FACADE INC,0,0,0
5358311,PROGRESS GROUP,0,0,0
5358271,Construx,0,0,0
5358192,Minerals Technologies Inc.,0,0,0
3847735,CBO Glass,1,0,0
5366637,"P & P ARTEC, INC.",0,0,0
5355152,Iriaquez Ironworks,0,0,0
5354761,Creagh Concrete,1,0,0
3643889,Permasteelisa North America | Benson,5,0,32000
3846133,Heidelberg Materials,1,0,0
5354606,Consolis,5,0,0
5354592,Canadian Precast,0,0,0
4841523,Baker Group,0,0,0
5354495,OFFSITEK,0,0,0
5354460,American Katerra,0,0,0
5354367,"Champion Home Builders, Inc.",0,0,0
5354630,Peikko Group Corporation,0,0,0
3843184,Plant Prefab,8,0,15000
5353094,Pinnacle Architectural Millwork,0,0,0
5354534,Whitley Manufacturing,0,0,0
3844666,Metal Sales Manufacturing Corporation,13,11,0
5451205,Sub360,0,0,0
3843134,Triumph,67,0,171000
3887058,Custom Metal Contracting Ltd.,8,3,18000
5318688,Marsh Furniture Company,0,0,0
5318298,Kaas Tailored,0,0,0
5319132,"Wood-Mode, LLC",0,0,0
5295353,Alumaline,0,0,0
5282049,A Glass Inc,0,0,0
3843589,A Cutting Edge Glass,0,0,0
3862326,nVent,21,13,0
3843905,MBCI,7,0,0
5368775,Fisk Electric Co.,1,0,0
3844999,Sterling Commercial Roofing,0,0,0
3844164,Nations Roof,3,0,0
3846328,Sika Canada,1,0,0
5281383,Baosteel Europe GmbH,0,0,0
5281325,Worthington Steel,1,0,0
3843144,Deane Roofing & Cladding,0,0,0
3846418,Thermal Systems,9,2,0
5282167,"Centex Glazing, Inc.",0,0,0
3843327,Saint-Gobain & CertainTeed,15,0,28000
3846010,Convoy Supply,4,2,0
3844109,TAMKO,14,0,0
3848449,MetalMax,0,0,0
3844965,Metalmaster Roofmaster,1,0,0
3847858,AGC Inc.,0,0,0
3844166,Sika - Canada,0,0,0
3843323,CertainTeed,35,0,0
3842816,ALUK France,0,0,0
3828505,Pomerleau,4,0,0
5271360,MAXTECH,0,0,0
5271310,TGG Floors,0,0,0
5271276,"Floor Technologies, Inc",0,0,0
5271240,Structis Construction Solutions Group,0,0,0
5261030,Creative Composites Group,0,0,0
5260628,E-J Electric Installation Co.,0,0,0
5260598,Fluidstack,0,0,0
3843860,PCL Construction,15,0,0
3844071,GM&P Consulting And Glazing Contractors Inc.,0,0,0
3845617,Corporate Woodworking,1,0,0
3844645,Saint-Gobain SA,0,0,0
4636790,Bothwell Accurate Co. Inc.,74,5,323534
3845614,Interior Woodworking Specialists,1,0,0
5252843,Ramos Roofing Company,0,0,0
3847019,Keane Architectural Woodwork,0,0,0
3846986,Allegheny Millwork,1,0,0
5252388,Benchmark Roofing and Restoration,0,0,0
5251951,Division 7 Roofing,0,0,0
3843374,Catalyst Acoustics Group,0,0,0
3845275,The Washington Woodworking Company,5,0,54513.4
3845578,RCS Millwork,0,0,0
5245764,Diamond Aluminum Company,0,0,0
3860251,Armstrong Fluid Technology,4,1,0
5244899,INNOVA GLASS+METAL,0,0,0
5244722,"Allied Glass & Mirror Company, Inc.",0,0,0
3843869,Crown Corr Inc,0,0,0
3847560,Modular Millwork,0,0,0
5259498,FullStack Modular,13,0,139500
3891869,Danfoss,11,3,0
3843748,Allied Glass Company,0,0,0
3843954,Ohio Glass and Aluminum,1,0,0
3846965,Vee-Jay Cement Contracting Co. Inc.,0,0,0
3845840,Magna International,11,0,16000
3842746,Tiltco Architectural Systems,0,0,0
3844492,Sto Corp.,4,0,0
3847468,McCarthys Roofing,2,0,0
5238505,Bouygues Construction,3,0,0
5238446,Terra Amico Corporation,0,0,0
5238126,Diverso Energy,0,0,0
5240340,Nscale,0,0,0
5232930,TRACTEBEL,0,0,0
3845367,Total Millwork LLC,1,0,0
5241378,Cabot Corporation,0,0,0
3846634,KATERRA,13,0,0
3846528,Fabcon,3,0,23400
3844600,Harness Roofing & Waterproofing Inc,0,0,0
3843234,Clarke,36,0,109400
5220452,Alkane Midstream,0,0,0
5232592,SECO Belgium,0,0,0
5219509,KCI Technologies,1,0,0
5218551,DANNY'S CONSTRUCTION LTD,0,0,0
5044260,Starline Architectural Windows,1,0,0
5217276,Elite CAD Designs,0,0,0
5217249,Binsky Snyder,0,0,0
5217095,"J.T. Cleary, Inc.",0,0,0
5216971,Redridge Construction Corp,0,0,0
5216872,"SR Diversified, LLC",0,0,0
3847126,Adams Group,2,1,23000
5216788,"A & R Corporation, Inc.",0,0,0
5216680,Blue Northern Builders Inc,0,0,0
5216613,Ariel Construction,0,0,0
3848750,FHC Frameless Hardware Company,1,0,0
5216723,"Caliagua, Inc.",0,0,0
3845132,Clark's Lumber & Millwork,0,0,0
5214978,Cow Bay Contracting,0,0,0
3846474,Vitro Architectural Glass,11,5,0
3846176,Q-railing,0,0,0
5214860,Mortenson,2,0,0
5214826,Thompson Construction Group,0,0,0
5214691,"McHugh Concrete Construction, Inc.",0,0,0
5214545,G William Group LLC,0,0,0
5214509,Kinsale Contracting Group Inc,0,0,0
5214502,New Heights Roofing LLC,0,0,0
5221869,Maumee River Roofing,0,0,0
5214395,Manson Construction Co.,0,0,0
5214348,"CORE Resources, Inc.",0,0,0
5214292,Smith and Severson Builders,0,0,0
5214307,Power Construction,2,0,0
5214226,NYCAN Builders,0,0,0
5214060,"Cooper New England Sales, Inc.",0,0,0
5213479,Roofit.Solar,0,0,0
5209722,MSolar,0,0,0
5209037,Certerra,0,0,0
3843526,MetroWall,10,0,25000
5214712,"Bauer Welding & Metal Fabricators, Inc.",0,0,0
4819036,Smardt Chiller Group,0,0,0
5214248,Bellari Home Remodeling,0,0,0
3862811,Ingersoll Rand,8,2,14000
3847700,GGI | General Glass International,0,0,0
3849053,Clayco,1,0,0
3848689,Hilti Group,24,0,12420
5137146,BAC Asia,0,0,0
5136943,BAC ASIA,0,0,0
3844861,GAF Materials Corp.,13,0,0
3848369,East Texas Precast,2,2,0
3516573,3M,45,2,72516
3844854,James Hardie,15,0,0
3846902,Wagner,3,0,0
5214879,Pan-Pacific Mechanical,0,0,0
5117011,VERDON,0,0,0
5108866,Proxima Railing Systems LLC,0,0,0
5108482,Ultra-tec Cable Railing,0,0,0
5122021,Tarco,0,0,0
5067551,Bemo International,0,0,0
3844045,Trainor Glass Company,29,5,97800
3845749,Texas Railing Systems,0,0,0
3843165,CA Group,17,0,5250
5042748,Loxo,0,0,0
3843908,Holcim Building Envelope,3,0,0
3844724,Pilgrim's,0,0,0
5042838,Loxo,0,0,0
3844362,Arcnova,0,0,0
3847856,Brock Group,8,0,79440
3844162,Chamberlin Roofing & Waterproofing,1,0,0
3847718,Pioneer Window Mfg. Corp.,8,0,0
4824246,Yawal S.A.,0,0,0
3848669,Porex,2,2,0
3844398,Caterpillar Inc.,14,4,23200
3843561,David Shuldiner Inc,0,0,0
3845702,Hydro Building Systems,66,0,438252
3843031,YKK AP America Inc.,9,0,0
5012765,Klöckner & Co SE,0,0,0
3847099,Zepsa Industries,0,0,0
5009420,"Innovative Metal Industries, Inc",0,0,0
5007655,Eppstein Uhen Architects,0,0,0
4997406,BAC EMENA,0,0,0
4832040,Delaware State University,1,0,0
3846859,WillScot,3,0,0
4740878,"Sunbelt Rentals, Inc.",11,0,0
3846066,Aluprof - Romania,0,0,0
4985537,KAMNE SRL,0,0,0
3844902,CentiMark,8,0,0
3843862,Lafayette Metal & Glass Company,8,1,0
3845407,Siderise Group,59,0,429252
4985485,Havelock One Interiors,0,0,0
5011281,Douglas Steel Fabricating Corporation,0,0,0
4985377,Luma Automation,0,0,0
4985361,Aluprof S.A.,0,0,0
3969314,STULZ Ireland,2,2,0
4985388,EG Alliance bv/srl,0,0,0
3828487,PERI,20,3,0
3843679,Trulite Glass & Aluminum Solutions,27,3,0
3844467,General Motors,32,2,28600
4983472,Pfeifer-FabriTec,0,0,0
3848077,US Formliner Inc,0,0,0
3843590,Guardian Industries,14,0,0
3847556,G Millwork Corp,0,0,0
3848000,Keyera Corp.,0,0,0
3847463,STL Glazing,0,0,0
3847410,Premier Concrete Systems,0,0,0
3847234,TYMETAL,0,0,0
3847164,Grupo Napresa SA De CV,0,0,0
4984528,STULZ (Global),0,0,0
3847093,Zeman Construction Company,0,0,0
3847090,MI Metals Inc.,0,0,0
3847040,Florida Tilt Inc.,0,0,0
3847465,Ron's Glass Company,0,0,0
3847012,Fetzer Architectural Woodwork,0,0,0
3846974,Cal Pac Sheet Metal Inc.,0,0,0
3847184,Cohen Construction Inc,0,0,0
4983196,Enclos Tensile Structures,1,0,0
3846954,Midwest D-Vision Solutions,0,0,0
3846933,Quartz Properties,0,0,0
3847014,ITC Millwork,0,0,0
3846929,720 Modular,0,0,0
3846887,Timbur,0,0,0
3846897,Thompson Pipe Group,1,0,0
3847163,Acoustical Surfaces Industries,0,0,0
3846872,County Prestress LLC,0,0,0
3846866,ALBADDAD,0,0,0
3846888,Digifabshop,1,0,0
3846802,Northline Roofing LLC,0,0,0
3846800,Creative Modular Construction,0,0,0
3846962,Acoustical Surfaces Inc,0,0,0
4983471,FabriTec Structures,0,0,0
3846794,Synergy Inc.,0,0,0
3846778,Arban Carosi & Diana Precast,0,0,0
3846752,AllStar Glass Company,0,0,0
3846729,Engelberth Construction Inc.,0,0,0
3849025,Washington Metalworks,0,0,0
3849003,Carlsbad Manufacturing Corporation,0,0,0
3846796,SoLa Impact,4,0,0
3846756,Worcester Eisenbrandt Inc.,0,0,0
3848983,Gastaldello Sistemi spa,0,0,0
3848989,Sunstate Equipment Co. LLC,0,0,0
3848977,Westeck Windows And Doors,0,0,0
3846840,Select Roofing Ltd.,0,0,0
3848957,Merson Group,0,0,0
3848969,Lampasona Concrete,0,0,0
3848950,Fabtek Atlantic Ltd.,0,0,0
3848736,UP Fenster & Türen,0,0,0
3848489,Wilmot Modular Structures Inc.,0,0,0
3846958,Bee Access,0,0,0
3848305,Sunik Roofing,0,0,0
3848278,Risa Management Corp,0,0,0
3848955,Numa Creations,0,0,0
3847056,Speed Fab-Crete Corp.,0,0,0
3846617,Enterprise Precast Concrete,0,0,0
3846890,Telling Architectural Systems,0,0,0
3828507,Aluma Systems,18,4,49000
3846423,ICS - Roofing & Cladding,0,0,0
3846314,G.I.S INC.,0,0,0
3846306,Kamco Supply Corp. Of Boston,0,0,0
3846279,CleanFiber,0,0,0
3846271,SMC Industries Inc.,0,0,0
3846510,Group 5F Middle East LLC,0,0,0
3846267,Pacor Inc.,0,0,0
3846270,Frensco Building Products,0,0,0
3848979,Gator Millworks,0,0,0
3848973,Superior Industrial Maintenance,0,0,0
3848275,Architectural Wood Design Inc.,0,0,0
3848195,Komplete Modular Solutions Ltd.,0,0,0
3848949,Gonzato Group USA,0,0,0
3848971,Euro Architectural Products,0,0,0
3847950,VERO Solutions Inc.,0,0,0
3848138,Beaubois Millwork,0,0,0
3847552,Evinox Energy - Communal & District Heat Network Solutions,0,0,0
3847497,Standard Waterproofing Inc,0,0,0
3847495,Tide Homes,0,0,0
3849016,Excool,0,0,0
3847878,Silver Creek Modular,2,0,0
3847185,HTX Made,3,0,0
3847128,McKenzie Craft LLC.,0,0,0
3848991,Lynskey Engineering Ltd,1,0,0
3847041,Victory Concrete Contractors Inc.,0,0,0
3847011,Mason Facades,0,0,0
3846983,Frederick Derr & Company- An Employee-Owned Company,0,0,0
3846978,Emerald Metal Products Inc,0,0,0
3847233,Fischer Fixings LLC,0,0,0
3846525,CJS Enterprises LLC,0,0,0
3848112,Dovetail Custom Wood & Metal,2,1,20000
3847097,Studio Woodwork,0,0,0
3846930,Falcon Structures,1,0,0
3846878,Leitz Tooling Systems LP,0,0,0
3846876,Stiles Machinery,0,0,0
3846875,Roof Management Inc.,0,0,0
3846931,Modular Devices,0,0,0
3846869,Western Pacific Precast LLC,0,0,0
3846870,Team Precast Group Inc.,0,0,0
3846858,Modern Living Solutions,0,0,0
3846855,HolcimUS,0,0,0
3846833,Fort Miller Precast,0,0,0
3846807,Toitures Falardeau,0,0,0
3846868,Quikrete,3,0,0
3846793,Dodd Modular,0,0,0
3846791,TG Escapes Eco-Buildings,0,0,0
3846783,Allied Modular Building Systems Inc.,12,0,47700
3846749,Dome Solar,0,0,0
3846747,Groupe HOFICA,0,0,0
3847742,Champion Metal & Glass Inc.,1,2,0
3846801,Villavo,0,0,0
3847462,Mark's Mobile Glass Inc.,0,0,0
3846728,Roof Services,0,0,0
3846972,Fellert Acoustical Ceilings AB,0,0,0
3846718,Mott Corporation,0,0,0
3846704,Stream Logistics,0,0,0
3846745,GROUPE NATIONAL IMMOBILIER,0,0,0
3846668,Elite Precast Concrete,0,0,0
3846667,ATMI Precast,0,0,0
3846714,Donaldson Company Inc.,0,0,0
3846661,Precast Services Inc.,0,0,0
3848100,Cavco Industries Inc,0,0,0
3846735,Mobile Modular Management Corporation,0,0,0
3846683,Window Film Depot,0,0,0
3846515,Omnia Exterior Solutions,0,0,0
3846851,DZ Corporation,0,0,0
3846360,Keith Panel Systems Co. Ltd.,0,0,0
3846320,Koala Insulation,0,0,0
3848980,Finishing Touch Millwork Inc.,0,0,0
3848996,Austin Industries,0,0,0
3846977,BASSETT CONSTRUCTION,0,0,0
3848974,Encore Precast LLC,0,0,0
3846399,Fading West,0,0,0
3848997,Gribbins Insulation & Scaffolding,0,0,0
3847609,MODSET,0,0,0
3848490,ANC Group,8,0,0
3847471,Grupo Kinetica,0,0,0
3847238,FRONT LINE POWER CONSTRUCTION LLC,0,0,0
3847191,American Metalcraft Inc. | WBE Certified | Architectural Metal Products,0,0,0
3846685,Farrell Roofing,1,0,0
3847187,Merric Millwork And Seating,0,0,0
3848360,First Choice Millwork,0,0,0
3847096,Wabi Systems,0,0,0
3847145,GCF Woodwork,0,0,0
3847013,Integrity Architectural Millwork,0,0,0
3847146,Mark Richey Woodworking,0,0,0
3846973,Allegro Acoustics,0,0,0
3846975,NorthClad,0,0,0
3848975,OES Equipment,0,0,0
3846898,Baker Hughes Company,0,0,0
3846896,VERSATEX Building Products,2,0,0
3847461,Hilboldt Curtainwall Inc.,0,0,0
3846568,Axalta,3,0,0
3846835,Terra CO2 Technology,0,0,0
3846505,MSI Structural Steel,0,0,0
3846959,Oranmore Precast,0,0,0
3846759,Willis Construction Co. Inc.,0,0,0
3846323,Brin Northwestern Glass,10,1,0
3846751,HRInHouse,0,0,0
3846741,Impresa Modular,0,0,0
3846758,Wheaton Associates Inc. | WAI,0,0,0
3848280,Fenster Glazing,0,0,0
3846899,Factory Modular,0,0,0
3848959,SergeFerrari Group SA,0,0,0
4975953,DHI Northern California Chapter,0,0,0
3846774,McCarthy Building Companies Inc.,0,0,0
4978428,STEICO,0,0,0
4974998,Airzone Control,0,0,0
4974994,SPG Dry Cooling,0,0,0
3847498,Adelante Construction Group,0,0,0
3846457,CR Onsrud,1,0,0
4974982,INTARCON,0,0,0
3844628,qwertyasdfgzxcv,0,0,0
3926807,o Paddington Gardens,1,0,0
4975015,KEYTER,0,0,0
3843719,Youngstown Mirror & Glass,0,0,0
3846838,CeEntek Pte Ltd,0,0,0
3865758,XL Precision Technologies Ltd,0,0,0
3843575,Woodbridge Glass,9,6,0
3910996,Yawoy Okna sp.Z.O.O,2,0,0
3847020,Interstruct Design + Build,0,0,0
3867384,Westside Building Material Co,0,0,0
3909334,Wellingborough Borough Council,0,0,0
3911204,Webbs Training PASMA Alloy Towers Operators User Competency,0,0,0
4975021,CIAT,0,0,0
3912021,White ways Contractors,0,0,0
3862001,Walsin Limited,1,0,0
3918685,WRR-UK PFP,0,0,0
4974986,Giacomini S.p.A.,0,0,0
4974983,Powernet,0,0,0
4902958,Vantage Data Centers Related to search terms in your query,0,0,0
3843778,VITEX,0,0,0
3908998,Waltham Forest Council Waltham Forest Town Hall,0,0,0
3924912,Victoria Gate Shopping Centre - Lindner Interiors Limited,1,0,0
3846857,American Woodwork Inc,0,0,0
3846530,Anchor Concrete Products Limited,0,0,0
3845310,Wilkinson Heavy Precast Limited,0,0,0
3862582,Toitures Raymond & Associés Inc.,0,0,0
4693212,Systemair Group,0,0,0
3846763,Impact Housing,7,0,45000
3916668,WCR - Warren Cooper Refurbishment LTD - BUPA - Knights Grove Care Home,0,0,0
4892542,THE GOODYEAR TIRE AND RUBBER COMPANY,0,0,0
4837396,The PrivateBank,0,0,0
3843238,U.S. Architectural Glass & Metal,53,0,434852
3831396,The Lignum Group,2,2,0
3916338,Southern Environmental Wall Installations UK Ltd -& Bournemouth Boiler Company Ltd,0,0,0
3913292,South Tyneside Council Town,0,0,0
3931928,Syska Hennessy Group,2,0,0
3963596,Anord Mardix,1,0,0
3920966,SeeSee TV Security and Electrics,0,0,0
3849531,T LOTT LTD,1,0,0
3846768,Southway Refractories,1,0,0
3925990,SSE PLC,0,0,0
3914276,SCS LTD,0,0,0
3928530,"S&S NATIONAL ADVISORY COUNCIL, CANADIAN CONSTRUCTION ASSOCIATION",0,0,0
3847913,SilverLining Inc,1,0,0
3844573,Royal Glass Company Inc,0,0,0
3929946,TRAC - Tire and Rubber Association of Canada,0,0,0
3846175,Ridgeline Exteriors,0,0,0
3842480,Richardson Roofing,4,0,0
3843636,"Restore Construction Group, Inc.",0,0,0
4682564,Rah Sazeh Shahryad Engineering Company,1,0,0
3918821,R&S Drywall and Fire Protection,0,0,0
3843330,Pyrok,0,0,0
3925186,Ryerson,4,0,0
4856919,Siemens Home & Office Communication Devices,0,0,0
3911752,Platt and Reilly LTD in project in Central London - 1 Grosvenor street,0,0,0
3923903,Planetier Construction Co. Ltd,0,0,0
3921740,Permanent T.Lott LTD,0,0,0
3921741,Permanent T J L Plastering Ltd,0,0,0
4636789,Parker Johnston Industries Ltd.,2,0,0
3844007,TROPICAL GLASS AND CONSTRUCTION COMPANY,0,0,0
3911456,OLIVER DAVEY ASIA - SOMEC SRL GROUP (Malaysia),0,0,0
3842579,OCL Facades,12,0,0
3917441,Pochins Construction,0,0,0
3917785,Ozone Fire Protection Ltd,0,0,0
4891244,North Pacific Seafoods,1,1,0
4884806,"Nordex, USA",0,0,0
3910148,New York USA,2,0,0
3845283,New Era Custom Design & Cabinet Works,0,0,0
3842926,Modular Precast Systems Inc.,0,0,0
3911495,Novus Proper ty Solutions,1,0,0
3861303,Midwest Glass & Mirror,0,0,0
3845048,Midwest Roofing,0,0,0
3864100,"Signal Machine Co., Inc.",0,0,0
3847816,Metrolina Steel Erectors Inc.,0,0,0
3845033,Perry Roofing,3,0,0
3919181,"Metal Yapi , Talan Tower Project- Ronesans",3,0,9360
3915503,Morelands Electrical,1,0,0
3843743,Messer Construction,0,0,0
4811104,SUNGROW USA CORPORATION,0,0,0
4638823,Merit Glass Ltd.,5,0,0
3914254,Mark Worledge General Building Contractors,1,0,0
3930196,Maintenance and Project for Cereal Production and Packaging Plant,1,0,0
